Name	iCh	iFr	Fr(Hz)	Cos	Sin	Amp	PVal
Project	      15	      72	  35.500	  -0.001	   0.017	   0.017	   0.634
Project	      15	      73	  36.000	  -0.006	   0.013	   0.014	   0.681
Project	      15	      74	  36.500	   0.020	  -0.001	   0.020	   0.452
Project	      15	      75	  37.000	   0.006	   0.006	   0.009	   0.870
Project	      15	      76	  37.500	   0.003	  -0.013	   0.013	   0.707
Project	      15	      77	  38.000	   0.012	   0.002	   0.013	   0.766
Project	      15	      78	  38.500	   0.033	   0.019	   0.038	   0.071
Project	      15	      79	  39.000	  -0.042	   0.010	   0.043	   0.078
Project	      15	      80	  39.500	  -0.017	  -0.030	   0.035	   0.129
Project	      15	      81	  40.000	  -0.009	   0.019	   0.021	   0.495
Project	      15	      82	  40.500	   0.014	   0.003	   0.014	   0.716
Project	      15	      83	  41.000	  -0.001	  -0.001	   0.001	   0.995
Project	      15	      84	  41.500	   0.025	   0.011	   0.027	   0.216
Project	      15	      85	  42.000	  -0.012	   0.009	   0.015	   0.624
Project	      15	      86	  42.500	   0.008	   0.005	   0.009	   0.865
Project	      15	      87	  43.000	  -0.011	  -0.027	   0.029	   0.169
Project	      15	      88	  43.500	  -0.006	  -0.008	   0.010	   0.876
Project	      15	      89	  44.000	  -0.014	   0.006	   0.015	   0.635
Project	      15	      90	  44.500	   0.002	  -0.003	   0.004	   0.956
Project	      15	      91	  45.000	   0.006	   0.014	   0.015	   0.451
Project	      15	      92	  45.500	   0.027	  -0.016	   0.031	   0.086
Project	      15	      93	  46.000	  -0.006	  -0.017	   0.018	   0.490
Project	      15	      94	  46.500	  -0.014	  -0.006	   0.015	   0.676
Project	      15	      95	  47.000	  -0.005	   0.000	   0.005	   0.912
Project	      15	      96	  47.500	   0.010	  -0.004	   0.011	   0.711
Project	      15	      97	  48.000	   0.011	  -0.016	   0.019	   0.395
Project	      15	      98	  48.500	   0.013	   0.007	   0.014	   0.547
Project	      15	      99	  49.000	   0.009	   0.017	   0.019	   0.277
Project	      15	     100	  49.500	  -0.013	  -0.018	   0.022	   0.392
Project	      15	     101	  50.000	  -0.006	   0.007	   0.009	   0.727
Project	      15	     102	  50.500	  -0.002	   0.000	   0.002	   0.664
Project	      15	     103	  51.000	  -0.001	  -0.000	   0.001	   0.650
Project	      15	     104	  51.500	  -0.001	  -0.001	   0.001	   0.670
Project	      15	     105	  52.000	  -0.001	  -0.001	   0.001	   0.678
Project	      16	       1	   0.000	  -0.674	   0.000	   0.674	   0.131
Project	      16	       2	   0.500	   0.274	   0.339	   0.436	   0.007
Project	      16	       3	   1.000	  -0.097	   0.155	   0.183	   0.067
Project	      16	       4	   1.500	  -0.107	   0.016	   0.108	   0.206
Project	      16	       5	   2.000	   0.276	  -0.104	   0.295	   0.000
Project	      16	       6	   2.500	   0.012	   0.007	   0.014	   0.950
Project	      16	       7	   3.000	  -0.017	  -0.007	   0.018	   0.899
Project	      16	       8	   3.500	  -0.056	   0.021	   0.060	   0.237
Project	      16	       9	   4.000	  -0.067	  -0.009	   0.068	   0.172
Project	      16	      10	   4.500	   0.016	   0.017	   0.023	   0.773
Project	      16	      11	   5.000	  -0.009	   0.039	   0.040	   0.405
Project	      16	      12	   5.500	  -0.020	  -0.009	   0.022	   0.757
Project	      16	      13	   6.000	   0.013	   0.019	   0.023	   0.745
Project	      16	      14	   6.500	   0.036	   0.016	   0.039	   0.352
Project	      16	      15	   7.000	  -0.022	   0.010	   0.024	   0.699
Project	      16	      16	   7.500	   0.034	   0.009	   0.035	   0.473
Project	      16	      17	   8.000	  -0.090	   0.004	   0.091	   0.004
Project	      16	      18	   8.500	   0.009	   0.043	   0.044	   0.271
Project	      16	      19	   9.000	  -0.018	   0.029	   0.034	   0.366
Project	      16	      20	   9.500	  -0.031	   0.013	   0.033	   0.382
Project	      16	      21	  10.000	   0.004	  -0.038	   0.038	   0.417
Project	      16	      22	  10.500	  -0.002	   0.002	   0.003	   0.993
Project	      16	      23	  11.000	   0.009	   0.019	   0.021	   0.611
Project	      16	      24	  11.500	  -0.026	  -0.034	   0.043	   0.094
Project	      16	      25	  12.000	  -0.019	   0.012	   0.023	   0.425
Project	      16	      26	  12.500	   0.002	  -0.006	   0.006	   0.919
Project	      16	      27	  13.000	   0.029	   0.004	   0.029	   0.202
Project	      16	      28	  13.500	  -0.014	   0.015	   0.021	   0.374
Project	      16	      29	  14.000	  -0.011	   0.037	   0.038	   0.045
Project	      16	      30	  14.500	  -0.006	  -0.003	   0.007	   0.892
Project	      16	      31	  15.000	  -0.026	  -0.006	   0.026	   0.213
Project	      16	      32	  15.500	   0.003	   0.006	   0.007	   0.901
Project	      16	      33	  16.000	  -0.005	  -0.009	   0.011	   0.804
Project	      16	      34	  16.500	   0.005	  -0.020	   0.020	   0.499
Project	      16	      35	  17.000	  -0.002	   0.010	   0.010	   0.822
Project	      16	      36	  17.500	   0.007	  -0.009	   0.011	   0.775
Project	      16	      37	  18.000	   0.008	   0.004	   0.009	   0.871
Project	      16	      38	  18.500	   0.009	   0.014	   0.017	   0.627
Project	      16	      39	  19.000	  -0.014	  -0.037	   0.040	   0.115
Project	      16	      40	  19.500	   0.014	   0.024	   0.028	   0.330
Project	      16	      41	  20.000	   0.128	  -0.028	   0.131	   0.000
Project	      16	      42	  20.500	   0.000	   0.048	   0.048	   0.029
Project	      16	      43	  21.000	  -0.005	  -0.030	   0.030	   0.238
Project	      16	      44	  21.500	  -0.007	   0.014	   0.015	   0.643
Project	      16	      45	  22.000	  -0.036	  -0.021	   0.042	   0.046
Project	      16	      46	  22.500	  -0.012	   0.012	   0.017	   0.634
Project	      16	      47	  23.000	  -0.008	  -0.022	   0.023	   0.417
Project	      16	      48	  23.500	   0.025	   0.022	   0.033	   0.078
Project	      16	      49	  24.000	  -0.007	  -0.024	   0.025	   0.190
Project	      16	      50	  24.500	  -0.003	  -0.002	   0.004	   0.963
Project	      16	      51	  25.000	   0.011	   0.012	   0.017	   0.391
Project	      16	      52	  25.500	  -0.006	   0.016	   0.017	   0.308
Project	      16	      53	  26.000	   0.004	  -0.009	   0.010	   0.679
Project	      16	      54	  26.500	  -0.012	   0.004	   0.012	   0.584
Project	      16	      55	  27.000	  -0.004	   0.009	   0.010	   0.621
Project	      16	      56	  27.500	  -0.016	  -0.010	   0.019	   0.129
Project	      16	      57	  28.000	   0.001	   0.015	   0.015	   0.339
Project	      16	      58	  28.500	   0.003	   0.011	   0.012	   0.528
Project	      16	      59	  29.000	  -0.003	   0.003	   0.004	   0.919
Project	      16	      60	  29.500	  -0.005	   0.004	   0.006	   0.816
Project	      16	      61	  30.000	   0.009	  -0.003	   0.009	   0.755
Project	      16	      62	  30.500	   0.010	   0.005	   0.012	   0.486
Project	      16	      63	  31.000	   0.001	  -0.001	   0.002	   0.989
Project	      16	      64	  31.500	   0.003	  -0.009	   0.009	   0.655
Project	      16	      65	  32.000	   0.007	  -0.006	   0.009	   0.590
Project	      16	      66	  32.500	   0.022	  -0.005	   0.022	   0.115
Project	      16	      67	  33.000	  -0.014	  -0.001	   0.014	   0.422
Project	      16	      68	  33.500	   0.017	   0.006	   0.018	   0.181
Project	      16	      69	  34.000	  -0.007	   0.013	   0.015	   0.395
Project	      16	      70	  34.500	   0.007	  -0.013	   0.015	   0.453
Project	      16	      71	  35.000	  -0.026	   0.001	   0.026	   0.081
Project	      16	      72	  35.500	  -0.025	   0.004	   0.025	   0.086
Project	      16	      73	  36.000	  -0.007	  -0.020	   0.021	   0.194
Project	      16	      74	  36.500	  -0.007	   0.026	   0.027	   0.059
Project	      16	      75	  37.000	  -0.018	   0.009	   0.020	   0.266
Project	      16	      76	  37.500	   0.010	   0.005	   0.012	   0.680
Project	      16	      77	  38.000	   0.003	   0.011	   0.011	   0.594
Project	      16	      78	  38.500	  -0.017	  -0.001	   0.017	   0.457
Project	      16	      79	  39.000	   0.005	  -0.026	   0.026	   0.121
Project	      16	      80	  39.500	   0.030	   0.013	   0.032	   0.099
Project	      16	      81	  40.000	   0.005	  -0.016	   0.016	   0.507
Project	      16	      82	  40.500	  -0.010	   0.017	   0.020	   0.374
Project	      16	      83	  41.000	  -0.011	  -0.002	   0.012	   0.631
Project	      16	      84	  41.500	   0.001	  -0.009	   0.009	   0.694
Project	      16	      85	  42.000	  -0.000	  -0.014	   0.014	   0.541
Project	      16	      86	  42.500	   0.010	   0.013	   0.017	   0.481
Project	      16	      87	  43.000	   0.012	   0.029	   0.031	   0.046
Project	      16	      88	  43.500	   0.013	  -0.015	   0.020	   0.367
Project	      16	      89	  44.000	   0.007	   0.015	   0.017	   0.473
Project	      16	      90	  44.500	   0.006	   0.001	   0.006	   0.893
Project	      16	      91	  45.000	  -0.018	  -0.004	   0.019	   0.245
Project	      16	      92	  45.500	  -0.003	   0.005	   0.006	   0.892
Project	      16	      93	  46.000	   0.014	   0.018	   0.023	   0.140
Project	      16	      94	  46.500	  -0.009	   0.013	   0.016	   0.515
Project	      16	      95	  47.000	  -0.005	  -0.005	   0.007	   0.773
Project	      16	      96	  47.500	  -0.009	   0.012	   0.015	   0.395
Project	      16	      97	  48.000	   0.015	   0.005	   0.016	   0.451
Project	      16	      98	  48.500	  -0.002	  -0.008	   0.008	   0.660
Project	      16	      99	  49.000	  -0.002	  -0.010	   0.011	   0.563
Project	      16	     100	  49.500	   0.018	  -0.020	   0.027	   0.119
Project	      16	     101	  50.000	  -0.013	  -0.009	   0.016	   0.426
Project	      16	     102	  50.500	  -0.002	   0.001	   0.002	   0.514
Project	      16	     103	  51.000	  -0.000	   0.001	   0.001	   0.720
Project	      16	     104	  51.500	  -0.000	   0.001	   0.001	   0.687
Project	      16	     105	  52.000	   0.000	   0.001	   0.001	   0.627
Project	      17	       1	   0.000	   2.201	   0.000	   2.201	   0.000
Project	      17	       2	   0.500	  -0.036	  -0.047	   0.060	   0.950
Project	      17	       3	   1.000	  -0.218	  -0.041	   0.221	   0.114
Project	      17	       4	   1.500	   0.012	   0.052	   0.053	   0.816
Project	      17	       5	   2.000	   0.242	  -0.247	   0.346	   0.000
Project	      17	       6	   2.500	   0.049	  -0.045	   0.066	   0.448
Project	      17	       7	   3.000	  -0.007	   0.035	   0.036	   0.750
Project	      17	       8	   3.500	  -0.045	  -0.042	   0.062	   0.290
Project	      17	       9	   4.000	  -0.047	   0.017	   0.050	   0.461
Project	      17	      10	   4.500	  -0.032	   0.004	   0.032	   0.620
Project	      17	      11	   5.000	   0.008	   0.025	   0.026	   0.710
Project	      17	      12	   5.500	   0.022	   0.009	   0.024	   0.718
Project	      17	      13	   6.000	   0.025	   0.031	   0.040	   0.435
Project	      17	      14	   6.500	   0.002	  -0.015	   0.015	   0.892
Project	      17	      15	   7.000	  -0.004	   0.020	   0.020	   0.781
Project	      17	      16	   7.500	   0.006	   0.002	   0.006	   0.976
Project	      17	      17	   8.000	  -0.070	  -0.017	   0.072	   0.027
Project	      17	      18	   8.500	   0.028	   0.005	   0.028	   0.581
Project	      17	      19	   9.000	  -0.012	   0.042	   0.044	   0.160
Project	      17	      20	   9.500	  -0.029	   0.035	   0.046	   0.111
Project	      17	      21	  10.000	  -0.002	  -0.006	   0.007	   0.978
Project	      17	      22	  10.500	   0.002	  -0.011	   0.011	   0.900
Project	      17	      23	  11.000	  -0.011	  -0.003	   0.012	   0.838
Project	      17	      24	  11.500	  -0.026	  -0.035	   0.044	   0.086
Project	      17	      25	  12.000	  -0.044	   0.004	   0.044	   0.031
Project	      17	      26	  12.500	   0.004	  -0.017	   0.018	   0.609
Project	      17	      27	  13.000	   0.025	  -0.003	   0.025	   0.326
Project	      17	      28	  13.500	  -0.027	   0.021	   0.034	   0.083
Project	      17	      29	  14.000	  -0.023	  -0.000	   0.023	   0.365
Project	      17	      30	  14.500	  -0.005	  -0.002	   0.005	   0.947
Project	      17	      31	  15.000	  -0.001	   0.010	   0.010	   0.813
Project	      17	      32	  15.500	   0.014	  -0.011	   0.018	   0.536
Project	      17	      33	  16.000	  -0.016	  -0.011	   0.020	   0.426
Project	      17	      34	  16.500	  -0.012	  -0.017	   0.021	   0.288
Project	      17	      35	  17.000	   0.008	  -0.008	   0.011	   0.782
Project	      17	      36	  17.500	   0.013	  -0.015	   0.020	   0.434
Project	      17	      37	  18.000	  -0.009	  -0.020	   0.022	   0.383
Project	      17	      38	  18.500	  -0.006	   0.006	   0.009	   0.854
Project	      17	      39	  19.000	  -0.006	  -0.018	   0.019	   0.475
Project	      17	      40	  19.500	  -0.005	   0.007	   0.008	   0.847
Project	      17	      41	  20.000	   0.364	  -0.042	   0.366	   0.000
Project	      17	      42	  20.500	  -0.005	   0.018	   0.019	   0.401
Project	      17	      43	  21.000	   0.001	  -0.023	   0.023	   0.283
Project	      17	      44	  21.500	   0.003	  -0.021	   0.021	   0.399
Project	      17	      45	  22.000	  -0.012	  -0.014	   0.019	   0.418
Project	      17	      46	  22.500	   0.011	   0.019	   0.022	   0.331
Project	      17	      47	  23.000	  -0.013	  -0.020	   0.024	   0.261
Project	      17	      48	  23.500	   0.013	   0.002	   0.013	   0.639
Project	      17	      49	  24.000	  -0.013	  -0.009	   0.016	   0.502
Project	      17	      50	  24.500	   0.000	   0.010	   0.010	   0.768
Project	      17	      51	  25.000	   0.019	   0.002	   0.019	   0.387
Project	      17	      52	  25.500	   0.002	  -0.005	   0.005	   0.940
Project	      17	      53	  26.000	  -0.013	  -0.008	   0.015	   0.536
Project	      17	      54	  26.500	  -0.001	   0.006	   0.006	   0.924
Project	      17	      55	  27.000	   0.001	   0.002	   0.002	   0.989
Project	      17	      56	  27.500	  -0.003	   0.005	   0.006	   0.917
Project	      17	      57	  28.000	  -0.011	  -0.001	   0.011	   0.685
Project	      17	      58	  28.500	  -0.003	  -0.009	   0.010	   0.770
Project	      17	      59	  29.000	  -0.011	  -0.006	   0.012	   0.622
Project	      17	      60	  29.500	  -0.017	  -0.002	   0.017	   0.363
Project	      17	      61	  30.000	   0.009	  -0.020	   0.022	   0.163
Project	      17	      62	  30.500	   0.003	  -0.019	   0.020	   0.243
Project	      17	      63	  31.000	  -0.012	   0.004	   0.013	   0.529
Project	      17	      64	  31.500	  -0.014	  -0.007	   0.016	   0.407
Project	      17	      65	  32.000	  -0.005	  -0.005	   0.007	   0.817
Project	      17	      66	  32.500	   0.001	  -0.004	   0.004	   0.931
Project	      17	      67	  33.000	   0.007	   0.006	   0.009	   0.690
Project	      17	      68	  33.500	  -0.007	   0.003	   0.007	   0.742
Project	      17	      69	  34.000	  -0.006	  -0.008	   0.010	   0.600
Project	      17	      70	  34.500	  -0.005	  -0.008	   0.009	   0.597
Project	      17	      71	  35.000	  -0.018	   0.003	   0.018	   0.186
Project	      17	      72	  35.500	   0.009	  -0.008	   0.012	   0.390
Project	      17	      73	  36.000	   0.012	  -0.003	   0.013	   0.313
Project	      17	      74	  36.500	  -0.005	   0.003	   0.006	   0.813
Project	      17	      75	  37.000	   0.001	  -0.005	   0.005	   0.825
Project	      17	      76	  37.500	  -0.003	  -0.009	   0.010	   0.532
Project	      17	      77	  38.000	   0.020	  -0.001	   0.020	   0.068
Project	      17	      78	  38.500	   0.010	  -0.012	   0.015	   0.264
Project	      17	      79	  39.000	  -0.003	  -0.016	   0.016	   0.170
Project	      17	      80	  39.500	   0.007	  -0.010	   0.012	   0.371
Project	      17	      81	  40.000	  -0.021	   0.025	   0.033	   0.006
Project	      17	      82	  40.500	  -0.009	  -0.012	   0.016	   0.239
Project	      17	      83	  41.000	   0.001	  -0.020	   0.020	   0.021
Project	      17	      84	  41.500	   0.005	  -0.008	   0.010	   0.491
Project	      17	      85	  42.000	  -0.008	   0.000	   0.008	   0.679
Project	      17	      86	  42.500	   0.007	  -0.017	   0.018	   0.093
Project	      17	      87	  43.000	   0.002	   0.001	   0.002	   0.979
Project	      17	      88	  43.500	   0.005	  -0.005	   0.007	   0.696
Project	      17	      89	  44.000	   0.006	   0.009	   0.010	   0.445
Project	      17	      90	  44.500	  -0.001	   0.013	   0.013	   0.288
Project	      17	      91	  45.000	   0.009	  -0.000	   0.009	   0.592
Project	      17	      92	  45.500	  -0.002	  -0.012	   0.012	   0.343
Project	      17	      93	  46.000	  -0.008	   0.000	   0.008	   0.630
Project	      17	      94	  46.500	  -0.006	   0.001	   0.006	   0.805
Project	      17	      95	  47.000	  -0.016	   0.021	   0.027	   0.018
Project	      17	      96	  47.500	   0.001	   0.004	   0.004	   0.909
Project	      17	      97	  48.000	   0.021	  -0.007	   0.022	   0.061
